from;to;polyline;weight
Amnat Charoen;Ratchaburi;LINESTRING(104.72915159 15.8623982644, 99.5857449774 13.5495309307);1.0
Amnat Charoen;Roi Et;LINESTRING(104.72915159 15.8623982644, 103.828448191 15.9385220182);7.0
Amnat Charoen;Ranong;LINESTRING(104.72915159 15.8623982644, 98.563678981 9.92248571424);0.0
Amnat Charoen;Rayong;LINESTRING(104.72915159 15.8623982644, 101.343222133 12.8409659694);0.0
Amnat Charoen;Sing Buri;LINESTRING(104.72915159 15.8623982644, 100.320977667 14.8716158255);1.0
Amnat Charoen;Songkhla;LINESTRING(104.72915159 15.8623982644, 100.548759187 6.94884143693);0.0
Amnat Charoen;Samut Songkhram;LINESTRING(104.72915159 15.8623982644, 99.9367402385 13.3593198916);0.0
Amnat Charoen;Samut Sakhon;LINESTRING(104.72915159 15.8623982644, 100.177263278 13.5962888145);0.0
Amnat Charoen;Sa Kaeo;LINESTRING(104.72915159 15.8623982644, 102.332311439 13.6777234283);0.0
Amnat Charoen;Surat Thani;LINESTRING(104.72915159 15.8623982644, 99.099159387 9.13381321812);0.0
Amnat Charoen;Sakon Nakhon;LINESTRING(104.72915159 15.8623982644, 103.822703129 17.5131235152);4.0
Amnat Charoen;Suphan Buri;LINESTRING(104.72915159 15.8623982644, 99.8038953973 14.648468015);0.0
Amnat Charoen;Samut Prakan;LINESTRING(104.72915159 15.8623982644, 100.622262423 13.5941395905);3.0
Amnat Charoen;Saraburi;LINESTRING(104.72915159 15.8623982644, 101.026016661 14.6689938567);0.0
Amnat Charoen;Surin;LINESTRING(104.72915159 15.8623982644, 103.655766949 14.9277736873);1.0
Amnat Charoen;Sisaket;LINESTRING(104.72915159 15.8623982644, 104.40982653 14.9516411754);4.0
Amnat Charoen;Sukhothai;LINESTRING(104.72915159 15.8623982644, 99.7963503647 17.3641392291);0.0
Amnat Charoen;Satun;LINESTRING(104.72915159 15.8623982644, 99.5703559981 6.7318170405);0.0
Amnat Charoen;Tak;LINESTRING(104.72915159 15.8623982644, 98.6551659992 16.6465147647);0.0
Amnat Charoen;Trang;LINESTRING(104.72915159 15.8623982644, 99.3599859433 7.48356217488);0.0
Amnat Charoen;Trat;LINESTRING(104.72915159 15.8623982644, 102.503195011 12.1382302437);0.0
Amnat Charoen;Ubon Ratchathani;LINESTRING(104.72915159 15.8623982644, 104.950118622 15.2036640615);90.0
Amnat Charoen;Udon Thani;LINESTRING(104.72915159 15.8623982644, 102.840541098 17.512721051);3.0
Amnat Charoen;Uttaradit;LINESTRING(104.72915159 15.8623982644, 100.431418199 17.7260698659);0.0
Amnat Charoen;Uthai Thani;LINESTRING(104.72915159 15.8623982644, 99.5807809841 15.3329804403);0.0
Amnat Charoen;Yala;LINESTRING(104.72915159 15.8623982644, 101.188657942 6.16406279095);0.0
Amnat Charoen;Yasothon;LINESTRING(104.72915159 15.8623982644, 104.371511185 15.8497001429);14.0
Ang Thong;Amnat Charoen;LINESTRING(100.34145623 14.6380639474, 104.72915159 15.8623982644);0.0
Ang Thong;Ang Thong;LINESTRING(100.34145623 14.6380639474, 100.34145623 14.6380639474);0.0
Ang Thong;Phra Nakhon Si Ayutthaya;LINESTRING(100.34145623 14.6380639474, 100.514170724 14.4207801749);312.0
Ang Thong;Bangkok;LINESTRING(100.34145623 14.6380639474, 100.557322973 13.7175975701);281.0
Ang Thong;Bueng Kan;LINESTRING(100.34145623 14.6380639474, 103.722237352 18.0575482114);0.0
Ang Thong;Buriram;LINESTRING(100.34145623 14.6380639474, 102.967514344 15.1005920882);1.0
Ang Thong;Chonburi;LINESTRING(100.34145623 14.6380639474, 101.121827441 13.0460828469);23.0
Ang Thong;Chachoengsao;LINESTRING(100.34145623 14.6380639474, 101.41696414 13.5412867511);3.0
Ang Thong;Chiang Mai;LINESTRING(100.34145623 14.6380639474, 98.7736976232 18.9084414401);5.0
Ang Thong;Chai Nat;LINESTRING(100.34145623 14.6380639474, 99.9966639648 15.1889341114);11.0
Ang Thong;Chaiyaphum;LINESTRING(100.34145623 14.6380639474, 101.950256984 16.1453092103);0.0
Ang Thong;Chumphon;LINESTRING(100.34145623 14.6380639474, 98.9038728634 10.2984795764);1.0
Ang Thong;Chiang Rai;LINESTRING(100.34145623 14.6380639474, 99.8463306614 19.7614170952);2.0
Ang Thong;Chanthaburi;LINESTRING(100.34145623 14.6380639474, 102.128935757 12.7850531428);1.0
Ang Thong;Krabi;LINESTRING(100.34145623 14.6380639474, 98.8832146297 7.9091448048);0.0
Ang Thong;Khon Kaen;LINESTRING(100.34145623 14.6380639474, 102.47117486 16.4033200124);1.0
Ang Thong;Kamphaeng Phet;LINESTRING(100.34145623 14.6380639474, 99.4840870778 16.3504084467);3.0
Ang Thong;Kanchanaburi;LINESTRING(100.34145623 14.6380639474, 99.0508269362 14.6142660015);3.0
Ang Thong;Kalasin;LINESTRING(100.34145623 14.6380639474, 103.623492533 16.5959516038);1.0
Ang Thong;Loei Province;LINESTRING(100.34145623 14.6380639474, 101.552343004 17.4924428641);0.0
Ang Thong;Lampang;LINESTRING(100.34145623 14.6380639474, 99.5103521938 18.2741029435);4.0
Ang Thong;Lamphun;LINESTRING(100.34145623 14.6380639474, 98.9674006597 18.0768881064);0.0
Ang Thong;Lopburi Province;LINESTRING(100.34145623 14.6380639474, 100.897002401 15.11760038);16.0
Ang Thong;Mukdahan;LINESTRING(100.34145623 14.6380639474, 104.435295454 16.5902346448);1.0
Ang Thong;Maha Sarakham;LINESTRING(100.34145623 14.6380639474, 103.187269825 16.0737469859);0.0
Ang Thong;Mae Hong Son;LINESTRING(100.34145623 14.6380639474, 97.9474324868 18.7273332925);0.0
Ang Thong;Nan;LINESTRING(100.34145623 14.6380639474, 100.817084443 18.8280594829);0.0
Ang Thong;Nonthaburi;LINESTRING(100.34145623 14.6380639474, 100.356517706 13.9498544093);51.0
Ang Thong;Nong Bua Lam Phu;LINESTRING(100.34145623 14.6380639474, 102.244010092 17.1948308266);0.0
Ang Thong;Nong Khai;LINESTRING(100.34145623 14.6380639474, 102.77240708 17.9729280256);1.0
Ang Thong;Nakhon Ratchasima;LINESTRING(100.34145623 14.6380639474, 102.162650043 15.0280360626);7.0
Ang Thong;Nakhon Phanom;LINESTRING(100.34145623 14.6380639474, 104.319004039 17.4294095463);1.0
Ang Thong;Nakhon Pathom;LINESTRING(100.34145623 14.6380639474, 100.068033595 13.8876112057);20.0
Ang Thong;Nakhon Si Thammarat;LINESTRING(100.34145623 14.6380639474, 99.7073199322 8.51358626995);0.0
Ang Thong;Nakhon Sawan;LINESTRING(100.34145623 14.6380639474, 99.9869845225 15.6823145632);15.0
Ang Thong;Narathiwat;LINESTRING(100.34145623 14.6380639474, 101.751727633 6.12680622765);0.0
Ang Thong;Nakhon Nayok;LINESTRING(100.34145623 14.6380639474, 101.218224714 14.262571957);5.0
Ang Thong;Phetchaburi;LINESTRING(100.34145623 14.6380639474, 99.6075392745 12.9986537807);7.0
Ang Thong;Phichit;LINESTRING(100.34145623 14.6380639474, 100.409668319 16.2635958818);2.0
Ang Thong;Prachuap Khiri Khan;LINESTRING(100.34145623 14.6380639474, 99.5777392025 11.8001333794);2.0
Ang Thong;Phuket;LINESTRING(100.34145623 14.6380639474, 98.2727379223 7.86370621154);0.0
Ang Thong;Phatthalung;LINESTRING(100.34145623 14.6380639474, 100.045088379 7.45917876629);0.0
Ang Thong;Phitsanulok;LINESTRING(100.34145623 14.6380639474, 100.518454781 17.0947359704);6.0
Ang Thong;Phang Nga;LINESTRING(100.34145623 14.6380639474, 98.1018967416 8.69774345234);0.0
Ang Thong;Phetchabun;LINESTRING(100.34145623 14.6380639474, 101.242596454 16.3926965851);0.0
Ang Thong;Phrae;LINESTRING(100.34145623 14.6380639474, 100.012937431 18.2139119856);2.0
Ang Thong;Prachinburi;LINESTRING(100.34145623 14.6380639474, 101.618777543 14.0445407759);2.0
Ang Thong;Pathum Thani;LINESTRING(100.34145623 14.6380639474, 100.56915304 14.0830923585);87.0
Ang Thong;Pattani;LINESTRING(100.34145623 14.6380639474, 101.347821677 6.73989916225);0.0
Ang Thong;Phayao;LINESTRING(100.34145623 14.6380639474, 100.225624368 19.2180780435);3.0
Ang Thong;Ratchaburi;LINESTRING(100.34145623 14.6380639474, 99.5857449774 13.5495309307);5.0
Ang Thong;Roi Et;LINESTRING(100.34145623 14.6380639474, 103.828448191 15.9385220182);0.0
Ang Thong;Ranong;LINESTRING(100.34145623 14.6380639474, 98.563678981 9.92248571424);0.0
Ang Thong;Rayong;LINESTRING(100.34145623 14.6380639474, 101.343222133 12.8409659694);3.0
Ang Thong;Sing Buri;LINESTRING(100.34145623 14.6380639474, 100.320977667 14.8716158255);67.0
Ang Thong;Songkhla;LINESTRING(100.34145623 14.6380639474, 100.548759187 6.94884143693);0.0
Ang Thong;Samut Songkhram;LINESTRING(100.34145623 14.6380639474, 99.9367402385 13.3593198916);7.0
Ang Thong;Samut Sakhon;LINESTRING(100.34145623 14.6380639474, 100.177263278 13.5962888145);6.0
Ang Thong;Sa Kaeo;LINESTRING(100.34145623 14.6380639474, 102.332311439 13.6777234283);0.0
Ang Thong;Surat Thani;LINESTRING(100.34145623 14.6380639474, 99.099159387 9.13381321812);1.0
Ang Thong;Sakon Nakhon;LINESTRING(100.34145623 14.6380639474, 103.822703129 17.5131235152);0.0
Ang Thong;Suphan Buri;LINESTRING(100.34145623 14.6380639474, 99.8038953973 14.648468015);78.0
Ang Thong;Samut Prakan;LINESTRING(100.34145623 14.6380639474, 100.622262423 13.5941395905);15.0
Ang Thong;Saraburi;LINESTRING(100.34145623 14.6380639474, 101.026016661 14.6689938567);11.0
Ang Thong;Surin;LINESTRING(100.34145623 14.6380639474, 103.655766949 14.9277736873);0.0
Ang Thong;Sisaket;LINESTRING(100.34145623 14.6380639474, 104.40982653 14.9516411754);0.0
Ang Thong;Sukhothai;LINESTRING(100.34145623 14.6380639474, 99.7963503647 17.3641392291);3.0
Ang Thong;Satun;LINESTRING(100.34145623 14.6380639474, 99.5703559981 6.7318170405);0.0
Ang Thong;Tak;LINESTRING(100.34145623 14.6380639474, 98.6551659992 16.6465147647);3.0
Ang Thong;Trang;LINESTRING(100.34145623 14.6380639474, 99.3599859433 7.48356217488);0.0
Ang Thong;Trat;LINESTRING(100.34145623 14.6380639474, 102.503195011 12.1382302437);1.0
Ang Thong;Ubon Ratchathani;LINESTRING(100.34145623 14.6380639474, 104.950118622 15.2036640615);0.0
Ang Thong;Udon Thani;LINESTRING(100.34145623 14.6380639474, 102.840541098 17.512721051);1.0
Ang Thong;Uttaradit;LINESTRING(100.34145623 14.6380639474, 100.431418199 17.7260698659);2.0
Ang Thong;Uthai Thani;LINESTRING(100.34145623 14.6380639474, 99.5807809841 15.3329804403);7.0
Ang Thong;Yala;LINESTRING(100.34145623 14.6380639474, 101.188657942 6.16406279095);0.0
Ang Thong;Yasothon;LINESTRING(100.34145623 14.6380639474, 104.371511185 15.8497001429);0.0
Phra Nakhon Si Ayutthaya;Amnat Charoen;LINESTRING(100.514170724 14.4207801749, 104.72915159 15.8623982644);0.0
Phra Nakhon Si Ayutthaya;Ang Thong;LINESTRING(100.514170724 14.4207801749, 100.34145623 14.6380639474);354.0
Phra Nakhon Si Ayutthaya;Phra Nakhon Si Ayutthaya;LINESTRING(100.514170724 14.4207801749, 100.514170724 14.4207801749);0.0
Phra Nakhon Si Ayutthaya;Bangkok;LINESTRING(100.514170724 14.4207801749, 100.557322973 13.7175975701);3914.0
Phra Nakhon Si Ayutthaya;Bueng Kan;LINESTRING(100.514170724 14.4207801749, 103.722237352 18.0575482114);1.0
Phra Nakhon Si Ayutthaya;Buriram;LINESTRING(100.514170724 14.4207801749, 102.967514344 15.1005920882);19.0
Phra Nakhon Si Ayutthaya;Chonburi;LINESTRING(100.514170724 14.4207801749, 101.121827441 13.0460828469);347.0
Phra Nakhon Si Ayutthaya;Chachoengsao;LINESTRING(100.514170724 14.4207801749, 101.41696414 13.5412867511);78.0
Phra Nakhon Si Ayutthaya;Chiang Mai;LINESTRING(100.514170724 14.4207801749, 98.7736976232 18.9084414401);104.0
Phra Nakhon Si Ayutthaya;Chai Nat;LINESTRING(100.514170724 14.4207801749, 99.9966639648 15.1889341114);47.0
Phra Nakhon Si Ayutthaya;Chaiyaphum;LINESTRING(100.514170724 14.4207801749, 101.950256984 16.1453092103);12.0
Phra Nakhon Si Ayutthaya;Chumphon;LINESTRING(100.514170724 14.4207801749, 98.9038728634 10.2984795764);12.0
Phra Nakhon Si Ayutthaya;Chiang Rai;LINESTRING(100.514170724 14.4207801749, 99.8463306614 19.7614170952);25.0
Phra Nakhon Si Ayutthaya;Chanthaburi;LINESTRING(100.514170724 14.4207801749, 102.128935757 12.7850531428);43.0
Phra Nakhon Si Ayutthaya;Krabi;LINESTRING(100.514170724 14.4207801749, 98.8832146297 7.9091448048);30.0
Phra Nakhon Si Ayutthaya;Khon Kaen;LINESTRING(100.514170724 14.4207801749, 102.47117486 16.4033200124);45.0
Phra Nakhon Si Ayutthaya;Kamphaeng Phet;LINESTRING(100.514170724 14.4207801749, 99.4840870778 16.3504084467);26.0
Phra Nakhon Si Ayutthaya;Kanchanaburi;LINESTRING(100.514170724 14.4207801749, 99.0508269362 14.6142660015);64.0
Phra Nakhon Si Ayutthaya;Kalasin;LINESTRING(100.514170724 14.4207801749, 103.623492533 16.5959516038);4.0
Phra Nakhon Si Ayutthaya;Loei Province;LINESTRING(100.514170724 14.4207801749, 101.552343004 17.4924428641);4.0
Phra Nakhon Si Ayutthaya;Lampang;LINESTRING(100.514170724 14.4207801749, 99.5103521938 18.2741029435);17.0
Phra Nakhon Si Ayutthaya;Lamphun;LINESTRING(100.514170724 14.4207801749, 98.9674006597 18.0768881064);4.0
Phra Nakhon Si Ayutthaya;Lopburi Province;LINESTRING(100.514170724 14.4207801749, 100.897002401 15.11760038);175.0
Phra Nakhon Si Ayutthaya;Mukdahan;LINESTRING(100.514170724 14.4207801749, 104.435295454 16.5902346448);5.0
Phra Nakhon Si Ayutthaya;Maha Sarakham;LINESTRING(100.514170724 14.4207801749, 103.187269825 16.0737469859);28.0
Phra Nakhon Si Ayutthaya;Mae Hong Son;LINESTRING(100.514170724 14.4207801749, 97.9474324868 18.7273332925);2.0
Phra Nakhon Si Ayutthaya;Nan;LINESTRING(100.514170724 14.4207801749, 100.817084443 18.8280594829);5.0
Phra Nakhon Si Ayutthaya;Nonthaburi;LINESTRING(100.514170724 14.4207801749, 100.356517706 13.9498544093);464.0
Phra Nakhon Si Ayutthaya;Nong Bua Lam Phu;LINESTRING(100.514170724 14.4207801749, 102.244010092 17.1948308266);1.0
Phra Nakhon Si Ayutthaya;Nong Khai;LINESTRING(100.514170724 14.4207801749, 102.77240708 17.9729280256);10.0
Phra Nakhon Si Ayutthaya;Nakhon Ratchasima;LINESTRING(100.514170724 14.4207801749, 102.162650043 15.0280360626);350.0
Phra Nakhon Si Ayutthaya;Nakhon Phanom;LINESTRING(100.514170724 14.4207801749, 104.319004039 17.4294095463);3.0
Phra Nakhon Si Ayutthaya;Nakhon Pathom;LINESTRING(100.514170724 14.4207801749, 100.068033595 13.8876112057);180.0
Phra Nakhon Si Ayutthaya;Nakhon Si Thammarat;LINESTRING(100.514170724 14.4207801749, 99.7073199322 8.51358626995);6.0
Phra Nakhon Si Ayutthaya;Nakhon Sawan;LINESTRING(100.514170724 14.4207801749, 99.9869845225 15.6823145632);126.0
Phra Nakhon Si Ayutthaya;Narathiwat;LINESTRING(100.514170724 14.4207801749, 101.751727633 6.12680622765);0.0
Phra Nakhon Si Ayutthaya;Nakhon Nayok;LINESTRING(100.514170724 14.4207801749, 101.218224714 14.262571957);78.0
Phra Nakhon Si Ayutthaya;Phetchaburi;LINESTRING(100.514170724 14.4207801749, 99.6075392745 12.9986537807);68.0
Phra Nakhon Si Ayutthaya;Phichit;LINESTRING(100.514170724 14.4207801749, 100.409668319 16.2635958818);17.0
Phra Nakhon Si Ayutthaya;Prachuap Khiri Khan;LINESTRING(100.514170724 14.4207801749, 99.5777392025 11.8001333794);66.0
Phra Nakhon Si Ayutthaya;Phuket;LINESTRING(100.514170724 14.4207801749, 98.2727379223 7.86370621154);20.0
Phra Nakhon Si Ayutthaya;Phatthalung;LINESTRING(100.514170724 14.4207801749, 100.045088379 7.45917876629);6.0
Phra Nakhon Si Ayutthaya;Phitsanulok;LINESTRING(100.514170724 14.4207801749, 100.518454781 17.0947359704);52.0
Phra Nakhon Si Ayutthaya;Phang Nga;LINESTRING(100.514170724 14.4207801749, 98.1018967416 8.69774345234);7.0
Phra Nakhon Si Ayutthaya;Phetchabun;LINESTRING(100.514170724 14.4207801749, 101.242596454 16.3926965851);37.0
Phra Nakhon Si Ayutthaya;Phrae;LINESTRING(100.514170724 14.4207801749, 100.012937431 18.2139119856);10.0
Phra Nakhon Si Ayutthaya;Prachinburi;LINESTRING(100.514170724 14.4207801749, 101.618777543 14.0445407759);23.0
Phra Nakhon Si Ayutthaya;Pathum Thani;LINESTRING(100.514170724 14.4207801749, 100.56915304 14.0830923585);1926.0
Phra Nakhon Si Ayutthaya;Pattani;LINESTRING(100.514170724 14.4207801749, 101.347821677 6.73989916225);0.0
Phra Nakhon Si Ayutthaya;Phayao;LINESTRING(100.514170724 14.4207801749, 100.225624368 19.2180780435);9.0
Phra Nakhon Si Ayutthaya;Ratchaburi;LINESTRING(100.514170724 14.4207801749, 99.5857449774 13.5495309307);51.0
Phra Nakhon Si Ayutthaya;Roi Et;LINESTRING(100.514170724 14.4207801749, 103.828448191 15.9385220182);5.0
Phra Nakhon Si Ayutthaya;Ranong;LINESTRING(100.514170724 14.4207801749, 98.563678981 9.92248571424);2.0
Phra Nakhon Si Ayutthaya;Rayong;LINESTRING(100.514170724 14.4207801749, 101.343222133 12.8409659694);49.0
Phra Nakhon Si Ayutthaya;Sing Buri;LINESTRING(100.514170724 14.4207801749, 100.320977667 14.8716158255);152.0
Phra Nakhon Si Ayutthaya;Songkhla;LINESTRING(100.514170724 14.4207801749, 100.548759187 6.94884143693);2.0
Phra Nakhon Si Ayutthaya;Samut Songkhram;LINESTRING(100.514170724 14.4207801749, 99.9367402385 13.3593198916);17.0
Phra Nakhon Si Ayutthaya;Samut Sakhon;LINESTRING(100.514170724 14.4207801749, 100.177263278 13.5962888145);43.0
Phra Nakhon Si Ayutthaya;Sa Kaeo;LINESTRING(100.514170724 14.4207801749, 102.332311439 13.6777234283);11.0
Phra Nakhon Si Ayutthaya;Surat Thani;LINESTRING(100.514170724 14.4207801749, 99.099159387 9.13381321812);11.0
Phra Nakhon Si Ayutthaya;Sakon Nakhon;LINESTRING(100.514170724 14.4207801749, 103.822703129 17.5131235152);2.0
Phra Nakhon Si Ayutthaya;Suphan Buri;LINESTRING(100.514170724 14.4207801749, 99.8038953973 14.648468015);167.0
Phra Nakhon Si Ayutthaya;Samut Prakan;LINESTRING(100.514170724 14.4207801749, 100.622262423 13.5941395905);240.0
Phra Nakhon Si Ayutthaya;Saraburi;LINESTRING(100.514170724 14.4207801749, 101.026016661 14.6689938567);418.0
Phra Nakhon Si Ayutthaya;Surin;LINESTRING(100.514170724 14.4207801749, 103.655766949 14.9277736873);11.0
Phra Nakhon Si Ayutthaya;Sisaket;LINESTRING(100.514170724 14.4207801749, 104.40982653 14.9516411754);7.0
Phra Nakhon Si Ayutthaya;Sukhothai;LINESTRING(100.514170724 14.4207801749, 99.7963503647 17.3641392291);12.0
Phra Nakhon Si Ayutthaya;Satun;LINESTRING(100.514170724 14.4207801749, 99.5703559981 6.7318170405);3.0
Phra Nakhon Si Ayutthaya;Tak;LINESTRING(100.514170724 14.4207801749, 98.6551659992 16.6465147647);12.0
Phra Nakhon Si Ayutthaya;Trang;LINESTRING(100.514170724 14.4207801749, 99.3599859433 7.48356217488);25.0
Phra Nakhon Si Ayutthaya;Trat;LINESTRING(100.514170724 14.4207801749, 102.503195011 12.1382302437);8.0
Phra Nakhon Si Ayutthaya;Ubon Ratchathani;LINESTRING(100.514170724 14.4207801749, 104.950118622 15.2036640615);23.0
Phra Nakhon Si Ayutthaya;Udon Thani;LINESTRING(100.514170724 14.4207801749, 102.840541098 17.512721051);6.0
Phra Nakhon Si Ayutthaya;Uttaradit;LINESTRING(100.514170724 14.4207801749, 100.431418199 17.7260698659);13.0
Phra Nakhon Si Ayutthaya;Uthai Thani;LINESTRING(100.514170724 14.4207801749, 99.5807809841 15.3329804403);24.0
Phra Nakhon Si Ayutthaya;Yala;LINESTRING(100.514170724 14.4207801749, 101.188657942 6.16406279095);1.0
Phra Nakhon Si Ayutthaya;Yasothon;LINESTRING(100.514170724 14.4207801749, 104.371511185 15.8497001429);2.0
Bangkok;Amnat Charoen;LINESTRING(100.557322973 13.7175975701, 104.72915159 15.8623982644);31.0
Bangkok;Ang Thong;LINESTRING(100.557322973 13.7175975701, 100.34145623 14.6380639474);279.0
Bangkok;Phra Nakhon Si Ayutthaya;LINESTRING(100.557322973 13.7175975701, 100.514170724 14.4207801749);4142.0
Bangkok;Bangkok;LINESTRING(100.557322973 13.7175975701, 100.557322973 13.7175975701);0.0
Bangkok;Bueng Kan;LINESTRING(100.557322973 13.7175975701, 103.722237352 18.0575482114);25.0
Bangkok;Buriram;LINESTRING(100.557322973 13.7175975701, 102.967514344 15.1005920882);292.0
Bangkok;Chonburi;LINESTRING(100.557322973 13.7175975701, 101.121827441 13.0460828469);10042.0
Bangkok;Chachoengsao;LINESTRING(100.557322973 13.7175975701, 101.41696414 13.5412867511);2489.0
Bangkok;Chiang Mai;LINESTRING(100.557322973 13.7175975701, 98.7736976232 18.9084414401);3077.0
Bangkok;Chai Nat;LINESTRING(100.557322973 13.7175975701, 99.9966639648 15.1889341114);179.0
Bangkok;Chaiyaphum;LINESTRING(100.557322973 13.7175975701, 101.950256984 16.1453092103);180.0
Bangkok;Chumphon;LINESTRING(100.557322973 13.7175975701, 98.9038728634 10.2984795764);151.0
Bangkok;Chiang Rai;LINESTRING(100.557322973 13.7175975701, 99.8463306614 19.7614170952);1175.0
Bangkok;Chanthaburi;LINESTRING(100.557322973 13.7175975701, 102.128935757 12.7850531428);1104.0
Bangkok;Krabi;LINESTRING(100.557322973 13.7175975701, 98.8832146297 7.9091448048);503.0
